transaction_id,order_id,product_id,customer_id,employee_id,total_sales,quantity,discount
61,183,11,1552,75,439.82,7,0.32
62,64,69,697,32,430.44,3,0.11
63,119,70,1974,90,351.25,6,0.37
64,6,89,1414,94,403.09,7,0.32
65,40,75,1220,23,279.84,2,0.1
66,66,58,237,20,21.09,1,0.3
67,182,94,144,38,337.49,5,0.44
68,13,13,1016,34,221.18,3,0.33
69,84,40,1412,77,331.12,6,0.06
70,144,1,405,8,432.06,4,0.37
71,195,24,1294,95,445.01,1,0.11
72,152,22,123,90,470.74,3,0.46
73,29,92,1916,90,157.61,1,0.04
74,20,67,1772,71,68.63,7,0.06
75,182,3,1309,81,125.78,8,0.2
76,89,56,756,29,63.94,6,0.08
77,5,76,861,85,52.57,5,0.3
78,94,100,1601,34,211.84,2,0.39
79,63,75,1682,83,336.4,4,0.03
80,140,60,1943,86,461.47,9,0.04
81,126,75,641,1,106.45,4,0.14
82,44,18,1066,49,383.75,8,0.21
83,42,45,905,6,195.82,8,0.46
84,144,90,1057,36,201.32,8,0.12
85,32,87,232,86,18.76,5,0.08
86,5,91,646,98,283.1,5,0.17
87,126,51,1313,96,426.84,1,0.43
88,15,12,1508,86,361.19,2,0.43
89,97,88,1341,37,188.36,5,0.32
90,100,87,120,63,499.41,4,0.18
91,183,48,25,86,184.85,4,0.0
92,157,63,1513,40,109.43,9,0.48
93,161,85,1654,31,169.28,1,0.39
94,76,55,1708,15,21.3,8,0.23
95,53,89,564,80,149.34,8,0.45
96,54,31,109,10,442.4,5,0.28
97,45,77,1038,31,156.03,4,0.27
98,140,14,1366,36,412.73,2,0.0
99,94,48,225,41,392.69,3,0.1
100,106,54,1717,11,437.18,2,0.29
101,198,4,1125,95,464.62,2,0.23
102,92,5,794,46,279.64,1,0.39
103,123,23,759,81,333.48,4,0.35
104,74,7,1761,75,212.44,1,0.16
105,120,59,700,82,177.55,6,0.28
106,78,6,1646,85,334.09,7,0.38
107,59,83,233,68,259.7,7,0.46
108,169,98,1361,72,363.24,5,0.18
109,7,26,1757,38,472.07,1,0.36
110,111,17,6,23,457.64,5,0.42
111,85,37,327,73,239.42,8,0.27
112,64,77,143,98,412.91,1,0.38
113,133,76,1921,8,332.59,8,0.04
114,36,33,1559,8,62.81,8,0.07
115,13,66,1818,36,185.37,2,0.33
116,109,23,1183,97,407.37,10,0.5
117,149,61,383,3,169.78,4,0.29
118,178,85,929,6,56.26,4,0.25
119,104,31,11,56,51.15,7,0.25
120,4,29,528,42,479.42,2,0.34
121,144,13,616,83,318.34,5,0.48
122,41,10,1275,22,65.9,7,0.36
123,15,36,899,6,185.86,2,0.19
124,56,10,4,46,387.42,4,0.17
125,87,43,1680,65,240.94,10,0.05
126,57,54,905,50,89.43,8,0.28
127,121,53,707,37,278.7,9,0.12
128,137,57,1390,27,73.41,7,0.26
129,124,32,955,39,324.9,1,0.46
130,57,12,301,70,382.87,7,0.2
131,128,11,1280,47,245.51,10,0.06
132,141,26,883,77,180.48,5,0.3
133,90,30,143,59,405.65,5,0.15
134,68,57,1138,24,125.48,8,0.2
135,137,94,757,7,200.32,2,0.43
136,65,3,1697,72,252.07,8,0.46
137,65,70,514,93,140.62,6,0.07
138,116,32,1782,24,226.02,8,0.38
139,68,24,1772,64,224.45,4,0.17
140,156,71,1375,90,328.23,8,0.18
141,122,91,1352,21,400.09,9,0.06
142,50,77,1578,64,338.09,9,0.3
143,108,70,1404,36,58.7,5,0.36
144,199,20,1205,17,421.24,8,0.12
145,31,91,1725,6,245.01,8,0.32
146,88,36,809,19,238.7,5,0.34
147,127,26,1939,74,350.77,3,0.24
148,10,90,812,53,287.09,5,0.28
149,168,99,547,90,30.6,3,0.28
150,118,36,33,66,402.33,9,0.06
151,66,42,1746,85,376.73,1,0.22
152,57,50,1801,12,398.71,10,0.32
153,200,67,1196,58,95.44,2,0.09
154,183,55,1648,12,97.9,10,0.25
155,191,51,1589,4,223.05,10,0.12
156,163,3,1229,9,288.46,4,0.27
157,17,21,259,81,367.15,9,0.08
158,28,71,1603,89,403.74,3,0.49
159,142,50,112,42,275.48,5,0.45
160,190,60,373,32,355.64,9,0.0
161,194,95,1257,7,162.28,7,0.19
162,30,46,1297,38,41.13,10,0.47
163,116,33,321,8,296.85,1,0.01
164,161,79,180,94,102.54,2,0.22
165,158,5,1121,75,401.34,3,0.42
166,46,79,1069,9,415.32,2,0.29
167,96,7,1504,25,316.34,5,0.44
168,125,54,1122,45,78.71,2,0.27
169,20,96,401,99,229.49,9,0.1
170,187,84,394,20,61.76,8,0.12
171,117,65,348,45,300.54,5,0.26
172,166,82,1971,40,161.33,2,0.09
173,61,35,266,26,357.63,5,0.05
174,108,18,558,82,72.38,9,0.17
175,44,93,1184,14,350.28,9,0.49
176,157,83,1788,82,75.59,3,0.34
177,133,16,1676,31,417.88,9,0.31
178,82,33,1097,93,131.68,9,0.48
179,57,80,114,40,229.15,10,0.26
180,118,59,1767,73,117.37,9,0.38
181,18,71,1962,19,243.29,1,0.44
182,59,74,400,43,95.48,8,0.31
183,175,17,1150,18,162.73,10,0.44
184,184,88,1211,89,188.94,9,0.25
185,34,35,1062,17,401.68,1,0.11
186,76,72,1137,57,356.82,10,0.31
187,178,4,1613,89,217.54,1,0.08
188,168,57,830,48,219.91,8,0.36
189,90,6,1040,81,464.24,1,0.05
190,162,1,1330,6,299.78,9,0.14
191,82,61,999,52,137.93,4,0.42
192,198,31,1012,47,24.78,5,0.36
193,90,85,1284,10,192.92,10,0.27
194,3,13,561,78,174.35,10,0.32
195,77,73,636,61,400.82,5,0.12
196,22,29,1273,88,135.81,10,0.37
197,152,26,1015,79,445.4,2,0.15
198,58,30,276,5,59.92,4,0.08
199,162,100,876,72,358.42,5,0.38
200,159,35,1421,62,201.08,6,0.48
201,121,62,91,23,244.12,8,0.0
202,167,86,1197,2,394.28,7,0.23
203,59,79,135,90,34.37,10,0.27
204,65,5,818,20,126.5,4,0.07
205,3,20,134,60,171.33,3,0.12
206,31,38,827,99,62.73,7,0.48
207,59,17,1963,32,388.02,6,0.34
208,169,19,233,19,93.17,3,0.11
209,68,26,290,18,363.89,6,0.25
210,82,48,1645,67,158.18,4,0.28
211,62,49,272,33,387.55,8,0.23
212,123,31,1346,22,153.11,7,0.35
213,78,10,1313,84,369.05,10,0.25
214,200,19,70,45,372.13,3,0.37
215,150,20,1930,73,59.14,8,0.41
216,6,40,811,22,450.03,1,0.31
217,76,35,1115,50,37.24,5,0.49
218,191,73,734,16,478.47,9,0.22
219,179,32,949,97,375.02,4,0.03
220,73,62,1289,61,115.73,9,0.21
221,164,98,721,91,210.93,4,0.48
222,87,82,732,82,372.68,3,0.09
223,40,8,915,95,462.48,10,0.03
224,86,56,1089,8,42.11,9,0.1
225,17,100,632,32,353.34,5,0.15
226,185,81,792,95,279.04,9,0.01
227,55,16,6,76,463.43,3,0.33
228,4,27,154,57,259.69,3,0.4
229,181,81,456,28,234.28,9,0.45
230,38,74,120,13,485.79,2,0.36
231,121,75,38,58,212.95,9,0.4
232,82,54,1627,20,144.58,5,0.33
233,75,45,304,73,391.94,4,0.15
234,123,20,1123,3,134.86,9,0.08
235,156,72,1109,88,120.29,8,0.39
236,4,22,390,76,474.43,3,0.43
237,115,27,1059,16,133.36,7,0.22
238,81,46,295,39,207.39,9,0.45
239,170,67,1006,77,208.5,2,0.1
240,95,12,59,39,243.68,6,0.1
241,12,61,1902,65,83.03,9,0.33
242,23,79,157,9,39.8,4,0.36
243,148,31,1772,29,345.06,3,0.02
244,157,69,533,47,289.52,1,0.33
245,190,98,763,95,163.29,6,0.49
246,97,4,768,27,267.37,5,0.31
247,32,40,619,75,177.76,7,0.13
248,87,61,1134,68,304.34,2,0.01
249,118,49,1384,17,360.86,6,0.46
250,41,54,1452,65,406.18,8,0.49
251,195,70,910,69,76.89,5,0.35
252,52,31,1729,36,76.77,4,0.34
253,192,85,1203,54,278.76,1,0.27
254,66,84,413,70,74.39,8,0.3
255,120,48,305,48,75.65,9,0.43
256,113,8,92,39,356.44,8,0.27
257,87,24,1318,60,400.15,5,0.12
258,118,50,141,38,495.51,4,0.47
259,164,52,1595,94,220.91,9,0.43
260,152,93,389,6,410.25,4,0.48
261,35,23,1656,82,301.19,7,0.13
262,171,36,932,84,12.32,8,0.43
263,97,14,1420,77,276.51,4,0.18
264,177,44,1540,12,252.11,4,0.36
265,65,74,924,54,228.01,10,0.24
266,63,86,883,86,165.84,8,0.02
267,4,91,1045,38,223.21,2,0.17
268,80,67,1058,18,406.73,10,0.47
269,49,53,1779,8,26.77,1,0.44
270,185,28,904,96,32.12,3,0.12
271,122,82,777,93,304.31,9,0.12
272,121,8,905,13,51.97,9,0.2
273,62,28,1615,23,105.88,2,0.37
274,50,41,1373,57,107.46,7,0.17
275,198,53,988,7,255.11,10,0.25
276,113,25,1342,98,38.61,8,0.1
277,104,68,327,37,235.64,10,0.25
278,7,59,665,59,255.25,6,0.3
279,128,99,942,55,206.47,8,0.32
280,127,97,700,82,249.61,3,0.07
281,106,68,1540,32,215.47,6,0.12
282,67,75,1290,79,107.97,9,0.02
283,125,10,1071,50,271.41,9,0.23
284,127,7,258,33,453.32,2,0.17
285,139,38,72,87,59.56,5,0.24
286,35,88,1243,73,409.18,5,0.19
287,141,15,117,78,23.81,7,0.14
288,118,88,41,85,98.76,6,0.43
289,65,81,1537,14,411.55,2,0.43
290,169,97,312,53,173.51,5,0.1
291,165,36,1606,62,168.3,1,0.4
292,92,73,1056,98,360.82,2,0.37
293,155,97,344,73,32.56,9,0.04
294,88,2,29,9,191.37,9,0.3
295,104,86,1892,72,364.44,10,0.43
296,169,97,1138,46,182.2,4,0.36
297,22,54,867,72,412.73,5,0.24
298,103,63,862,40,253.99,2,0.47
299,27,78,1392,18,346.72,8,0.41
300,104,65,848,11,14.24,2,0.19
301,29,7,1923,62,469.0,4,0.23
302,40,9,1730,96,231.98,2,0.24
303,191,26,256,67,459.36,4,0.23
304,62,27,158,22,464.4,2,0.23
305,125,12,837,56,167.29,7,0.07
306,66,1,974,6,242.47,7,0.22
307,189,28,667,5,256.14,4,0.34
308,89,25,50,82,279.94,5,0.1
309,61,69,1674,68,415.6,4,0.2
310,168,15,1763,65,175.99,4,0.02
311,29,72,49,67,41.23,8,0.22
312,152,40,744,51,220.58,10,0.1
313,56,29,1288,83,362.46,1,0.38
314,39,30,1240,96,290.09,3,0.42
315,165,77,1059,21,317.69,4,0.14
316,36,82,922,88,132.04,7,0.09
317,164,53,1984,43,277.83,1,0.14
318,178,2,1487,15,380.34,9,0.18
319,32,90,533,84,470.11,2,0.04
320,135,14,1595,39,419.1,4,0.25
321,47,37,1229,67,104.64,6,0.15
322,197,10,50,2,454.45,2,0.19
323,179,39,1528,81,445.38,3,0.45
324,115,7,1766,11,121.09,2,0.13
325,96,78,237,51,266.89,7,0.48
326,71,76,1503,75,40.46,7,0.46
327,55,20,1574,64,375.62,6,0.22
328,65,100,1648,44,493.23,9,0.17
329,175,58,286,83,214.4,8,0.26
330,52,30,517,21,367.26,3,0.28
331,188,34,897,22,355.4,6,0.23
332,133,90,1722,63,238.66,5,0.27
333,185,12,1125,26,347.3,4,0.31
334,178,46,22,6,402.94,3,0.2
335,53,11,1966,3,178.99,7,0.44
336,36,61,157,14,300.37,10,0.18
337,15,41,666,13,74.24,3,0.31
338,182,13,1464,81,114.86,2,0.18
339,169,48,77,1,421.27,7,0.05
340,197,1,532,28,65.84,2,0.06
341,36,63,100,35,407.38,1,0.4
342,93,48,667,39,120.76,10,0.21
343,146,64,1645,98,236.31,5,0.29
344,186,7,610,25,240.42,7,0.3
345,121,45,994,45,403.96,7,0.07
346,57,55,494,47,50.21,3,0.36
347,7,87,1607,67,477.91,9,0.5
348,133,28,1571,62,80.5,10,0.39
349,63,10,244,82,399.88,4,0.32
350,20,12,1127,42,247.31,9,0.41
351,176,29,223,62,296.38,5,0.08
352,88,28,1529,49,189.51,8,0.32
353,193,53,522,62,288.16,9,0.46
354,40,42,1322,98,104.29,6,0.43
355,117,86,844,43,100.31,3,0.3
356,176,97,597,38,56.13,6,0.35
357,189,69,411,74,268.37,6,0.33
358,129,94,1413,87,118.4,4,0.07
359,149,17,438,37,242.67,2,0.49
360,49,42,636,4,473.11,3,0.19
361,154,11,1136,99,401.36,5,0.45
362,83,69,1352,7,144.05,2,0.5
363,142,31,1220,87,225.16,6,0.26
364,97,9,685,74,401.77,5,0.39
365,129,46,570,18,450.67,8,0.03
366,15,55,1176,16,464.19,1,0.36
367,46,95,1980,16,157.63,9,0.13
368,189,69,797,51,483.98,3,0.09
369,5,3,1015,99,277.38,3,0.33
370,85,61,583,45,477.29,4,0.19
371,140,2,1717,83,148.79,9,0.42
372,143,33,1882,18,241.0,2,0.09
373,130,20,904,87,453.34,2,0.01
374,112,31,1509,32,136.43,3,0.08
375,188,58,680,34,233.26,3,0.41
376,118,5,1260,94,148.34,8,0.45
377,132,43,877,9,317.72,3,0.04
378,157,2,28,49,253.96,6,0.01
379,83,81,1646,29,160.66,8,0.05
380,156,45,1729,74,384.09,6,0.26
381,129,21,810,71,124.95,6,0.01
382,179,39,1384,61,470.85,1,0.18
383,158,82,1147,80,214.31,9,0.35
384,145,10,1657,24,403.86,1,0.26
385,9,31,639,21,80.42,8,0.26
386,47,75,1637,40,469.49,1,0.44
387,153,47,1802,57,261.53,2,0.42
388,105,92,125,66,163.25,2,0.48
389,148,38,1327,1,383.83,2,0.3
390,163,79,1322,97,144.34,8,0.17
391,68,32,12,34,43.97,5,0.18
392,113,62,693,86,149.81,9,0.0
393,122,90,1955,50,395.45,8,0.21
394,147,46,784,22,193.09,4,0.11
395,144,29,871,34,71.08,7,0.27
396,23,1,599,24,152.36,10,0.35
397,58,38,1020,69,326.43,7,0.26
398,109,1,971,1,52.73,2,0.25
399,97,47,1209,70,490.89,9,0.33
400,94,13,1184,84,250.98,6,0.08
401,9,50,1846,8,345.55,8,0.28
402,46,65,1385,81,457.91,3,0.44
403,165,7,908,55,168.33,5,0.29
404,163,96,516,91,70.92,2,0.03
405,82,24,779,23,42.79,8,0.08
406,104,8,140,9,228.73,6,0.44
407,8,33,710,92,26.71,6,0.38
408,92,36,1129,56,329.74,2,0.21
409,37,24,1704,95,289.15,5,0.01
410,166,29,919,96,421.11,6,0.29
411,145,11,1144,73,333.52,8,0.5
412,36,9,1857,47,441.41,8,0.02
413,41,13,1076,14,350.19,7,0.28
414,48,22,317,51,182.72,5,0.36
415,182,7,791,27,266.66,5,0.16
416,166,32,10,82,59.97,8,0.43
417,20,80,1485,69,486.21,8,0.19
418,73,16,770,37,25.03,5,0.18
419,119,27,1710,42,191.41,9,0.49
420,86,84,357,31,197.62,1,0.43
421,106,96,410,82,286.34,3,0.11
422,127,65,1932,14,426.45,10,0.45
423,186,17,1885,30,158.75,1,0.41
424,34,65,1385,18,107.65,4,0.19
425,129,13,220,59,319.52,5,0.22
426,29,11,1136,82,311.22,2,0.4
427,1,35,1044,81,44.11,10,0.11
428,80,37,275,52,388.99,8,0.25
429,75,45,1765,75,441.62,3,0.16
430,14,64,1857,47,332.89,7,0.02
431,188,26,1960,3,492.08,9,0.31
432,151,63,784,96,305.81,2,0.04
433,60,97,1236,7,109.31,5,0.46
434,12,79,176,11,406.82,3,0.25
435,121,42,1975,15,216.75,6,0.05
436,80,78,1006,65,408.93,1,0.17
437,10,8,798,97,492.27,5,0.38
438,3,44,182,44,383.21,5,0.47
439,28,49,1239,24,174.99,1,0.04
440,188,13,1311,27,155.05,10,0.48
441,48,83,717,31,215.7,1,0.29
442,85,11,807,59,480.23,7,0.14
443,83,49,1907,39,133.97,3,0.08
444,132,15,116,4,243.49,6,0.44
445,40,91,1341,86,189.91,10,0.47
446,121,78,1424,68,487.13,8,0.44
447,118,78,835,56,291.52,3,0.37
448,103,42,951,15,270.05,9,0.46
449,96,54,221,11,32.6,10,0.36
450,36,82,1199,76,242.83,4,0.37
451,21,88,1958,98,410.88,9,0.1
452,67,42,851,97,270.63,1,0.2
453,135,10,1948,4,92.06,3,0.06
454,55,9,799,4,53.28,9,0.31
455,19,100,450,27,15.4,5,0.16
456,67,86,782,51,361.02,7,0.18
457,87,62,739,58,280.25,10,0.11
458,136,10,1373,72,330.96,9,0.45
459,88,88,1174,64,174.72,6,0.13
460,49,20,1261,15,288.58,9,0.37
461,19,12,233,52,283.47,6,0.35
462,171,89,1805,92,91.36,9,0.05
463,67,7,1797,33,71.87,7,0.21
464,49,85,1375,6,318.68,2,0.31
465,134,43,1329,17,209.54,10,0.27
466,91,96,1945,92,99.05,4,0.49
467,142,46,1435,57,386.06,7,0.4
468,175,14,967,3,277.13,3,0.12
469,91,39,1038,23,454.17,4,0.46
470,145,97,427,25,496.56,8,0.03
471,74,64,438,11,172.88,8,0.28
472,176,2,980,93,200.82,4,0.01
473,110,22,73,54,422.86,6,0.22
474,78,76,1532,68,128.75,3,0.32
475,24,6,534,28,390.54,8,0.2
476,94,56,585,78,299.54,1,0.1
477,158,35,1278,5,151.59,7,0.01
478,101,42,1592,25,257.39,10,0.13
479,105,19,634,8,40.58,4,0.49
480,166,19,164,89,371.78,3,0.44
481,60,45,1514,4,234.45,7,0.35
482,131,70,1630,10,23.08,5,0.24
483,83,41,1383,21,251.79,10,0.27
484,122,17,353,75,163.36,7,0.36
485,187,36,1618,19,15.25,4,0.5
486,14,7,880,39,272.97,6,0.29
487,106,94,1531,75,451.53,10,0.02
488,160,4,577,78,427.54,5,0.03
489,89,66,1804,19,268.53,8,0.22
490,37,61,1361,35,395.29,10,0.08
491,180,99,54,90,199.45,1,0.09
492,184,84,1962,53,326.32,8,0.01
493,161,21,811,96,46.96,7,0.34
494,160,70,791,60,145.44,3,0.08
495,37,46,849,38,468.64,3,0.22
496,183,87,1119,34,202.01,2,0.01
497,95,39,562,32,251.98,6,0.19
498,29,79,1601,12,360.11,9,0.19
499,16,41,1145,14,390.44,9,0.4
500,169,97,356,10,13.47,10,0.3
501,143,69,1517,15,251.49,1,0.27
502,46,100,611,17,126.29,3,0.27
503,93,40,1862,36,436.7,5,0.16
504,32,32,833,35,371.68,4,0.11
505,144,26,1865,5,214.25,5,0.37
506,86,71,1957,2,200.66,3,0.09
507,82,86,956,72,63.61,5,0.22
508,103,25,1897,35,448.96,5,0.17
509,99,9,1865,91,302.82,6,0.4
510,157,32,1669,62,422.89,4,0.1
511,178,38,154,17,346.72,10,0.22
512,64,76,1202,69,101.7,1,0.02
513,46,78,562,4,298.6,8,0.2
514,134,62,1662,69,54.88,7,0.15
515,33,94,1713,79,175.69,2,0.4
516,200,52,829,71,69.94,1,0.24
517,123,18,1494,63,312.02,1,0.19
518,24,77,687,57,354.81,8,0.33
519,103,55,1364,57,79.55,4,0.42
520,39,46,1039,7,156.88,6,0.15
521,41,14,1470,14,462.33,1,0.49
522,83,32,1974,41,399.89,1,0.08
523,19,84,1388,85,340.9,1,0.25
524,107,50,285,86,341.31,4,0.2
525,175,80,153,87,92.91,3,0.04
526,97,4,53,8,222.49,3,0.12
527,102,68,133,86,65.2,1,0.36
528,54,47,1263,14,181.01,9,0.21
529,128,16,1509,11,447.25,10,0.27
530,122,8,699,52,208.25,7,0.24
531,41,1,741,83,61.94,8,0.36
532,137,17,975,100,351.05,6,0.44
533,30,29,1866,85,400.32,7,0.17
534,131,6,663,1,398.28,1,0.3
535,153,11,2,16,154.64,10,0.04
536,23,58,908,41,180.77,6,0.44
537,165,52,15,89,34.05,10,0.15
538,197,31,365,13,466.26,4,0.1
539,47,25,559,27,186.39,7,0.43
540,21,57,1672,46,474.62,4,0.29
541,125,13,897,82,202.44,9,0.35
542,77,100,480,82,58.17,10,0.42
543,165,7,1867,43,305.55,4,0.15
544,94,58,884,88,45.41,2,0.16
545,140,12,635,88,302.15,10,0.32
546,59,96,1612,17,133.77,3,0.46
547,98,26,1299,31,162.83,7,0.01
548,199,59,1996,86,113.29,3,0.26
549,160,5,656,67,332.07,7,0.08
550,130,28,444,29,207.26,7,0.5
551,7,48,1408,33,37.07,1,0.18
552,131,96,671,57,208.21,9,0.19
553,39,45,1414,4,396.27,5,0.5
554,60,56,653,21,220.04,9,0.06
555,108,2,794,3,13.68,9,0.18
556,145,57,145,71,279.91,8,0.5
557,33,64,1460,43,199.88,4,0.12
558,160,82,2,19,480.52,1,0.01
559,48,89,545,21,96.92,4,0.48
560,60,63,1782,23,169.04,9,0.43
561,51,57,926,79,370.93,7,0.43
562,78,17,1562,93,158.52,6,0.23
563,99,37,697,46,133.5,8,0.4
564,126,78,1766,33,335.49,6,0.2
565,52,47,1453,85,400.23,3,0.02
566,135,100,255,13,397.42,10,0.36
567,26,7,1461,31,347.19,5,0.2
568,21,20,1144,71,418.77,10,0.23
569,147,82,594,89,471.33,1,0.49
570,14,90,1730,82,181.65,4,0.08
571,25,72,1389,52,302.37,3,0.08
572,65,69,1266,87,176.32,2,0.11
573,62,63,1215,8,208.38,9,0.18
574,115,81,316,44,446.04,9,0.09
575,113,93,575,66,392.32,1,0.35
576,148,29,1407,94,269.8,3,0.05
577,28,6,36,92,153.85,7,0.06
578,14,1,481,96,496.73,10,0.23
579,75,29,169,66,462.39,10,0.11
580,103,60,435,51,11.18,5,0.02
581,195,59,273,34,355.26,5,0.4
582,29,87,1053,65,419.61,8,0.04
583,187,1,1575,10,416.8,5,0.41
584,22,78,1443,94,479.0,7,0.27
585,148,69,67,39,25.34,4,0.04
586,38,73,737,21,289.07,7,0.1
587,79,7,2,24,35.98,3,0.48
588,109,12,717,31,371.91,7,0.08
589,75,59,77,24,366.9,6,0.26
590,187,36,395,89,325.16,9,0.12
591,184,18,1835,54,153.48,1,0.06
592,171,94,680,99,345.9,6,0.28
593,37,93,334,25,442.28,8,0.48
594,4,26,567,4,143.42,5,0.0
595,133,43,221,75,129.74,4,0.27
596,80,48,1442,97,457.25,7,0.06
597,165,47,1955,61,330.97,6,0.38
598,152,14,1976,95,195.84,2,0.28
599,168,50,216,19,87.2,10,0.13
600,10,75,878,28,48.81,9,0.08
601,188,94,1003,24,417.49,7,0.07
602,8,1,56,51,68.8,5,0.09
603,164,55,920,50,118.37,9,0.1
604,175,22,199,29,58.84,10,0.33
605,132,21,1638,7,177.52,10,0.01
606,142,49,1939,38,270.47,8,0.33
607,182,63,1389,30,393.66,7,0.45
608,94,4,200,84,156.31,1,0.24
609,180,95,1118,61,353.48,3,0.24
610,186,26,1475,96,14.08,2,0.09
611,131,45,900,67,399.47,5,0.48
612,169,66,805,80,351.31,1,0.13
613,5,54,1625,62,145.69,10,0.04
614,63,14,163,39,465.1,3,0.38
615,131,42,1706,21,347.56,3,0.48
616,134,26,1349,76,276.48,9,0.42
617,148,4,833,47,490.14,1,0.35
618,124,67,507,22,62.61,9,0.46
619,105,92,493,41,14.25,2,0.23
620,193,36,36,65,112.14,2,0.22
621,32,99,270,64,138.66,7,0.34
622,146,53,1644,14,17.33,6,0.27
623,137,35,144,66,478.3,6,0.27
624,68,69,217,29,126.59,1,0.49
625,163,19,1981,44,115.75,7,0.05
626,25,100,1361,82,481.64,1,0.48
627,144,22,388,56,168.36,6,0.13
628,81,67,1861,55,26.75,3,0.17
629,90,26,861,58,405.72,7,0.28
630,58,99,1546,22,240.67,2,0.17
631,200,81,1980,19,128.95,2,0.21
632,84,74,1530,52,303.56,1,0.46
633,62,15,1368,73,166.2,5,0.31
634,148,79,1399,12,248.37,9,0.08
635,18,47,1026,79,52.9,8,0.04
636,129,38,1779,82,72.39,7,0.15
637,167,2,378,7,467.07,5,0.25
638,26,56,1644,95,153.58,9,0.08
639,111,57,379,40,27.85,3,0.45
640,70,41,892,81,100.54,6,0.49
641,149,18,1805,70,174.11,3,0.31
642,82,93,289,62,270.48,6,0.37
643,28,27,1662,60,341.06,2,0.49
644,73,95,156,66,309.6,9,0.12
645,196,74,1841,2,459.24,5,0.33
646,109,18,1692,37,195.94,5,0.15
647,61,88,956,92,47.45,5,0.35
648,164,9,14,29,279.96,6,0.04
649,76,89,111,86,85.18,8,0.34
650,53,43,819,85,171.97,2,0.03
651,155,36,1382,19,473.21,7,0.31
652,40,37,1115,30,451.49,3,0.38
653,156,88,16,22,359.45,10,0.28
654,164,20,1714,16,118.86,5,0.41
655,47,6,491,15,26.15,10,0.2
656,9,5,1851,45,282.73,6,0.4
657,86,79,1229,69,320.01,2,0.24
658,127,31,458,29,457.87,6,0.05
659,2,72,98,9,121.62,5,0.49
660,180,73,1908,64,139.86,9,0.03
661,183,68,273,17,279.51,8,0.41
662,28,36,49,34,446.1,7,0.18
663,38,21,1977,60,335.25,8,0.34
664,42,70,1474,27,172.38,7,0.0
665,117,62,669,92,207.61,4,0.21
666,62,52,258,99,249.47,3,0.46
667,16,57,1302,90,403.33,9,0.11
668,72,90,818,22,187.67,4,0.39
669,126,56,209,93,190.86,10,0.38
670,9,55,1920,4,442.92,4,0.33
671,154,40,43,15,137.86,5,0.44
672,172,42,1852,13,314.99,9,0.09
673,41,37,65,99,298.13,9,0.42
674,134,82,1639,94,88.64,2,0.16
675,20,5,1183,50,341.75,5,0.23
676,83,39,981,64,86.86,2,0.39
677,170,72,480,59,77.44,10,0.4
678,40,34,849,97,253.03,8,0.1
679,82,79,1190,70,378.84,6,0.08
